,pixel_r,pixel_g,pixel_b,local_r,local_g,local_b,edges_r,edges_g,edges_b,label
2038,73,84,65,69,84,63,63,66,54,norm_pervious
2039,71,89,69,73,85,65,93,97,77,norm_pervious
2040,139,116,98,122,106,89,95,87,71,dry_pervious
2041,89,79,64,106,93,76,102,91,75,dry_pervious
2042,127,108,92,120,104,88,83,79,64,dry_pervious
2043,139,122,98,131,117,96,102,94,76,dry_pervious
2044,144,121,95,138,121,99,103,94,77,dry_pervious
2045,144,121,94,106,96,78,80,77,62,dry_pervious
2046,137,118,104,132,117,96,109,100,80,dry_pervious
2047,126,112,94,127,113,92,105,95,78,dry_pervious
2048,130,95,81,116,97,79,77,69,53,dry_pervious
2049,139,116,97,115,96,78,75,68,55,dry_pervious
2050,179,147,113,160,139,114,124,109,91,dry_pervious
2051,165,150,132,158,138,115,124,111,93,dry_pervious
2052,96,98,82,88,90,72,87,85,66,norm_impervious
2053,98,94,77,88,87,71,86,82,66,norm_impervious
2054,106,97,87,116,106,91,99,92,77,norm_impervious
2055,29,34,32,32,38,35,46,50,44,shaded_pervious
2056,27,33,30,31,37,35,45,49,43,shaded_pervious
2057,22,29,31,39,45,39,50,57,48,shaded_pervious
2058,91,86,76,79,75,66,75,72,63,norm_impervious
2059,158,155,142,155,153,139,99,97,85,norm_impervious
2060,109,106,93,114,112,98,112,111,100,norm_impervious
2061,142,136,126,116,113,100,81,81,70,norm_impervious
2062,199,170,128,186,168,130,129,120,91,dry_pervious
2063,187,166,125,178,164,125,142,131,98,dry_pervious
2064,134,128,111,136,120,92,107,96,75,norm_impervious
2065,153,139,112,132,119,95,98,93,76,dry_pervious
2066,144,125,98,136,119,92,102,94,70,dry_pervious
2067,134,122,96,132,119,94,100,94,76,dry_pervious
2068,131,96,82,113,93,76,84,74,58,dry_pervious
2069,170,140,110,155,134,110,110,99,81,dry_pervious
2070,92,80,70,86,80,65,69,64,52,dry_pervious
2071,75,70,58,88,82,68,77,71,57,dry_pervious
2072,16,14,21,22,23,18,37,40,31,shaded_pervious
2073,15,21,15,22,24,18,34,35,28,shaded_pervious
2074,135,129,118,132,128,114,101,98,83,norm_impervious
2075,123,113,98,127,120,105,113,110,94,norm_impervious
2076,130,130,111,133,130,110,118,114,95,norm_impervious
2077,42,45,34,38,42,31,39,42,31,norm_pervious
2078,89,89,87,81,83,73,58,62,47,norm_impervious
2079,75,80,74,80,82,73,68,70,59,norm_impervious
2080,81,84,67,76,80,63,57,60,48,dry_pervious
2081,79,88,67,76,80,63,57,61,48,dry_pervious
2082,73,84,67,75,79,62,57,61,48,dry_pervious
2083,71,72,58,75,79,62,54,58,45,dry_pervious
2084,97,98,92,93,96,89,87,90,81,norm_impervious
2085,91,94,101,90,93,88,86,90,82,norm_impervious
2086,91,97,95,91,95,87,68,73,62,norm_impervious
2087,93,92,74,87,87,71,82,83,69,dry_pervious
2088,83,84,68,86,86,71,82,83,69,dry_pervious
2089,79,81,60,85,84,68,79,80,65,dry_pervious
2090,54,67,39,47,54,33,59,62,44,norm_pervious
2091,42,49,33,39,46,30,37,44,27,norm_pervious
2092,59,71,61,66,71,62,103,84,72,norm_pervious
2093,63,76,66,68,73,64,112,89,75,norm_pervious
2094,69,81,71,67,73,63,111,87,73,norm_pervious
2095,63,79,66,63,74,60,67,71,57,norm_pervious
2096,55,71,58,63,76,62,76,80,66,norm_pervious
2097,59,69,60,63,76,62,80,84,71,norm_pervious
2098,58,76,62,64,75,61,66,70,55,norm_pervious
2099,60,76,63,64,76,62,81,84,72,norm_pervious
2100,63,79,66,64,75,61,70,74,60,norm_pervious
2101,149,149,147,141,141,139,129,130,127,norm_impervious
2102,246,250,249,238,245,245,121,122,121,norm_impervious
2103,74,78,81,79,84,74,85,88,79,norm_impervious
2104,91,93,90,93,97,92,86,91,87,norm_impervious
2105,82,81,76,78,79,68,69,65,52,norm_impervious
2106,86,78,65,84,78,64,78,76,63,norm_impervious
2107,78,68,58,84,78,64,82,82,69,norm_impervious
2108,95,78,68,88,82,66,101,99,86,norm_impervious
2109,93,86,70,84,79,65,87,86,72,norm_impervious
2110,89,80,63,84,78,64,78,77,64,norm_impervious
2111,84,77,61,88,82,66,99,96,84,norm_impervious
2112,80,73,57,84,78,64,78,77,64,norm_impervious
2113,86,92,90,89,94,87,66,71,60,norm_impervious
2114,83,88,81,84,88,81,82,85,76,norm_impervious
2115,86,90,91,82,86,78,75,78,68,norm_impervious
2116,90,96,96,89,93,88,87,91,82,norm_impervious
2117,97,107,98,76,82,71,76,81,70,norm_impervious
2118,66,84,70,63,76,62,77,81,68,norm_pervious
2119,60,76,63,64,75,61,68,74,61,norm_pervious
2120,251,255,254,242,246,245,129,131,127,norm_impervious
2121,99,102,107,108,108,107,160,161,161,norm_impervious
2122,131,131,131,140,141,138,130,132,129,norm_impervious
2123,74,76,73,80,84,77,84,88,79,norm_impervious
2124,86,90,91,90,95,91,82,88,80,norm_impervious
2125,76,76,84,84,88,87,80,86,79,norm_impervious
2126,87,91,94,85,91,86,77,82,74,norm_impervious
2127,85,93,95,84,90,88,69,74,67,norm_impervious
2128,165,163,140,154,155,138,104,106,92,norm_impervious
2129,158,159,143,151,153,135,92,94,82,norm_impervious
2130,154,155,139,148,149,131,102,103,90,norm_impervious
2131,150,153,132,151,152,135,82,84,72,norm_impervious
2132,147,150,133,150,151,134,78,80,69,norm_impervious
2133,158,159,143,151,153,135,92,94,82,norm_impervious
2134,164,163,145,154,155,136,112,114,101,norm_impervious
2135,91,94,83,89,90,79,117,118,103,norm_impervious
2136,144,132,94,141,129,88,90,96,67,dry_pervious
2137,34,49,30,55,69,42,61,71,45,norm_pervious
